obj, center-box, perc, lat, long

2, 0.410373, 0.229552, 0.0203993, 0.0285494, 0.7059, 40.629777, -8.746839
2, 0.420139, 0.195988, 0.015625, 0.0216049, 0.722931, 40.629997, -8.746807 
2, 0.694444, 0.626157, 0.0989583, 0.138117, 0.818434, 40.629226, -8.746824
2, 0.446398, 0.282407, 0.0290799, 0.0432099, 0.855846, 40.629575, -8.746841 

2, 0.421224, 0.19483, 0.015191, 0.0223765, 0.673168, 40.630009, -8.746807
2, 0.409071, 0.225694, 0.0203993, 0.0285494, 0.748872, 40.629789, -8.746839
2, 0.658854, 0.576775, 0.0885417, 0.128858, 0.841515, 40.629250, -8.746818
2, 0.442274, 0.277006, 0.0277778, 0.0416667, 0.881727, 40.629586, -8.746842

2, 0.421441, 0.192515, 0.015625, 0.0223765, 0.634144, 40.630017, -8.746807
2, 0.407769, 0.221836, 0.0203993, 0.0285494, 0.825244, 40.629797, -8.746839
2, 0.908637, 0.955633, 0.128038, 0.0856481, 0.870338, 40.629176, -8.746830
2, 0.633464, 0.534722, 0.0837674, 0.112654, 0.899265, 40.629258, -8.746821
2, 0.438585, 0.270062, 0.0290799, 0.0401235, 0.908852, 40.629594, -8.746842

2, 0.421658, 0.19213, 0.015191, 0.0200617, 0.589688, 40.630029, -8.746805
2, 0.406467, 0.220293, 0.0195312, 0.0270062, 0.793472, 40.629801, -8.746839
2, 0.61263, 0.497685, 0.0794271, 0.106481, 0.835156, 40.629272, -8.746820
2, 0.434462, 0.262346, 0.0260417, 0.0354938, 0.861761, 40.629604, -8.746842
2, 0.867405, 0.910108, 0.145399, 0.165895, 0.928886, 40.629191, -8.746830

2, 0.421658, 0.19213, 0.015191, 0.0200617, 0.589688, 40.630035, -8.746803
2, 0.406467, 0.220293, 0.0195312, 0.0270062, 0.793472, 40.629817, -8.746839
2, 0.61263, 0.497685, 0.0794271, 0.106481, 0.835156, 40.629294, -8.746821
2, 0.434462, 0.262346, 0.0260417, 0.0354938, 0.861761, 40.629616, -8.746842
2, 0.867405, 0.910108, 0.145399, 0.165895, 0.928886, 40.629200, -8.746827

2, 0.423611, 0.189429, 0.015625, 0.0223765, 0.528605, 40.630039, -8.746805
2, 0.591146, 0.466049, 0.0720486, 0.0987654, 0.737645, 40.629306, -8.746818
2, 0.405816, 0.218364, 0.0190972, 0.0277778, 0.79636, 40.629842, -8.746835
2, 0.43099, 0.257716, 0.0251736, 0.0354938, 0.847983, 40.629632, -8.746831
2, 0.818793, 0.856481, 0.141927, 0.220679, 0.934163, 40.629220, -8.746827

2, 0.571615, 0.442901, 0.0677083, 0.0910494, 0.687156, 40.629326, -8.746817
2, 0.40408, 0.215278, 0.0173611, 0.0262346, 0.791812, 40.629866, -8.746832
2, 0.427951, 0.253472, 0.0243056, 0.0347222, 0.858114, 40.629652, -8.746836
2, 0.771267, 0.768519, 0.133681, 0.186728, 0.910335, 40.629242, -8.746827

2, 0.402778, 0.21142, 0.0173611, 0.0277778, 0.732104, 40.629886, -8.746834
2, 0.552734, 0.413966, 0.0594618, 0.0763889, 0.752994, 40.629342, -8.746819
2, 0.424913, 0.247299, 0.0251736, 0.0362654, 0.865793, 40.629676, -8.746830
2, 0.726562, 0.697531, 0.118924, 0.157407, 0.923078, 40.629258, -8.746824

2, 0.434679, 0.349923, 0.0386285, 0.0702161, 0.606742, 40.629448, -8.746881
2, 0.525174, 0.575231, 0.0920139, 0.170525, 0.929341, 40.629257, -8.746873

2, 0.442708, 0.368441, 0.0451389, 0.0779321, 0.845342, 40.629396, -8.746883
2, 0.559896, 0.65625, 0.111111, 0.218364, 0.926418, 40.629240, -8.746874

2, 0.450955, 0.388889, 0.046875, 0.0864198, 0.754037, 40.629385, -8.746883
2, 0.603082, 0.757716, 0.129774, 0.260802, 0.9423, 40.629226, -8.746876

2, 0.459852, 0.411265, 0.0499132, 0.0895062, 0.846921, 40.629373, -8.746881
2, 0.656033, 0.86304, 0.152344, 0.26929, 0.914472, 40.629208, -8.746877

0, 0.975477, 0.829861, 0.0368924, 0.0933642, 0.453832, 40.629198, -8.746772
2, 0.709852, 0.935957, 0.141927, 0.125, 0.880015, 40.629197, -8.746877
2, 0.472656, 0.441358, 0.0581597, 0.104938, 0.918666, 40.629362, -8.746884

0, 0.947266, 0.784722, 0.0264757, 0.0833333, 0.480167, 40.629198, -8.746782
0, 0.958767, 0.842978, 0.0251736, 0.0717593, 0.528068, 40.629206, -8.746771
2, 0.4898, 0.474923, 0.062066, 0.118056, 0.935976, 40.629344, -8.746883

0, 0.920356, 0.792824, 0.0351562, 0.0841049, 0.449193, 40.629205, -8.746780
0, 0.91428, 0.75733, 0.0412326, 0.119599, 0.470931, 40.629214, -8.746771
2, 0.506293, 0.511188, 0.0690104, 0.133488, 0.914505, 40.629326, -8.746882

0, 0.887153, 0.733796, 0.0390625, 0.126543, 0.558748, 40.629218, -8.746775
2, 0.530165, 0.569444, 0.0802951, 0.162037, 0.930624, 40.629298, -8.746880

0, 0.856337, 0.69213, 0.0303819, 0.12037, 0.521404, 40.629232, -8.746775
