obj, center-box, perc, lat, long
2, 0.549913, 0.485339, 0.0234375, 0.0308642, 0.704711, 40.628118, -8.733072
2, 0.129774, 0.63696, 0.142361, 0.135031, 0.819667, 40.628362, -8.733523
2, 0.047309, 0.687114, 0.09375, 0.176698, 0.610786, 40.628366, -8.733555
2, 0.555339, 0.480324, 0.0230035, 0.0316358, 0.630246, 40.628103, -8.733021
2, 0.559245, 0.476852, 0.0203993, 0.0277778, 0.53687, 40.628083, -8.732968
2, 0.564019, 0.471451, 0.0203993, 0.0277778, 0.602401, 40.628087, -8.732979
2, 0.567057, 0.467593, 0.0203993, 0.0262346, 0.605, 40.628074, -8.732944
2, 0.576389, 0.46142, 0.015625, 0.0246914, 0.555382, 40.628028, -8.732815
2, 0.577908, 0.461034, 0.016059, 0.025463, 0.574524, 40.628015, -8.732780
2, 0.485894, 0.464506, 0.0238715, 0.0262346, 0.62221, 40.628125, -8.732845
2, 0.475911, 0.468364, 0.0238715, 0.0339506, 0.587496, 40.628145, -8.732902
2, 0.465712, 0.471451, 0.0269097, 0.0308642, 0.506085, 40.628161, -8.732939
2, 0.440321, 0.48071, 0.0342882, 0.037037, 0.597668, 40.628190, -8.733020
2, 0.422743, 0.486497, 0.0373264, 0.0439815, 0.522058, 40.628208, -8.733066
2, 0.406467, 0.490741, 0.0447049, 0.0416667, 0.661697, 40.628223, -8.733114
2, 0.381293, 0.499614, 0.0490451, 0.0501543, 0.832223, 40.628239, -8.733153
2, 0.367622, 0.509645, 0.0303819, 0.0486111, 0.710727, 40.628257, -8.733195
2, 0.269748, 0.541667, 0.0698785, 0.0756173, 0.783466, 40.628284, -8.733279
2, 0.219618, 0.563657, 0.0928819, 0.0871914, 0.736051, 40.628303, -8.733315
2, 0.147786, 0.587577, 0.107205, 0.104167, 0.714406, 40.628320, -8.733354
2, 0.0659722, 0.625386, 0.128472, 0.121142, 0.795308, 40.628343, -8.733428
2, 0.155816, 0.872685, 0.311632, 0.223765, 0.798435, 40.628272, -8.733503
2, 0.208116, 0.83179, 0.215712, 0.263889, 0.835755, 40.628263, -8.733485
2, 0.317925, 0.772762, 0.235677, 0.26929, 0.646049, 40.628255, -8.733464
2, 0.45204, 0.638889, 0.12717, 0.12963, 0.723269, 40.628214, -8.733376
2, 0.480252, 0.614583, 0.113281, 0.114969, 0.76694, 40.628204, -8.733363
2, 0.503255, 0.594522, 0.10026, 0.099537, 0.782488, 40.628191, -8.733342
2, 0.52322, 0.577932, 0.0889757, 0.0910494, 0.809129, 40.628161, -8.733281
2, 0.53928, 0.565972, 0.0828993, 0.0841049, 0.704799, 40.628153, -8.733262
2, 0.554688, 0.555556, 0.078125, 0.0740741, 0.784309, 40.628143, -8.733251
2, 0.569661, 0.54591, 0.0716146, 0.0717593, 0.777745, 40.628135, -8.733233
2, 0.298611, 0.537809, 0.0173611, 0.0385802, 0.645179, 40.628269, -8.733238 
2, 0.279731, 0.540895, 0.0542535, 0.066358, 0.772214, 40.628277, -8.733259
